#id,name,trails,lifts,vertical,elevation,base,area,snowfall,city,postal code,latitude,longitude,website,wiki,region,country,continent,metric

# US Northeast
1731,Breckenridge,155,31,3398,12998,9600,2358,300,Breckenridge,80424,39.475,-106.06,http://www.breckenridge.com/,http://en.wikipedia.org/wiki/Breckenridge_Ski_Resort,Colorado,USA,North America,FALSE
1732,Copper Mountain,126,22,2601,12313,9712,2465,282,Copper Mountain,80443,39.501667,-106.156389,http://www.coppercolorado.com,http://en.wikipedia.org/wiki/Copper_Mountain_%28Colorado%29,Colorado,USA,North America,FALSE
1733,Crested Butte,121,16,2775,12162,9375,1167,300,Crested Butte,81224,38.899722,-106.965,http://www.skicb.com,http://en.wikipedia.org/wiki/Crested_Butte_Mountain_Resort,Colorado,USA,North America,FALSE
1734,Durango Mountain,88,10,2029,10822,8793,1360,260,Durango,81301,37.629722,-107.814444,http://www.durangomountainresort.com/,http://en.wikipedia.org/wiki/Durango_Mountain_Resort,Colorado,USA,North America,FALSE
1735,Echo Mountain Park,16,3,660,10500,10500,75,220,Idaho Springs,80452,39.685,-105.519444,http://www.echomt.com/,http://en.wikipedia.org/wiki/Echo_Mountain_Park,Colorado,USA,North America,FALSE
1736,Eldora Mountain,53,8,1600,10800,9200,680,300,Nederland,80466,39.9375,-105.583611,http://www.eldora.com/,http://en.wikipedia.org/wiki/Eldora_Mountain_Resort,Colorado,USA,North America,FALSE
1737,Hesperus,13,2,700,8880,8100,80,,Hesperus,81326,37.28778,-108.04111,http://www.ski-hesperus.com/,http://en.wikipedia.org/wiki/Hesperus_Ski_Area,Colorado,USA,North America,FALSE
1738,Howelsen,15,4,440,7136,6696,680,,Steamboat Springs,80487,40.482928,-106.838204,http://steamboatsprings.net/departments/parks_recreation/facilities/howelsen_hill_ski_area,http://en.wikipedia.org/wiki/Howelsen_Ski_Area,Colorado,USA,North America,FALSE
1739,Keystone,135,20,3128,12408,9280,3148,235,Keystone,80435,39.605,-105.954167,http://www.keystoneresort.com/,http://en.wikipedia.org/wiki/Keystone_Resort,Colorado,USA,North America,FALSE
1740,Loveland,93,9,2210,13010,10800,1570,422,Georgetown,80444,39.68,-105.896944,http://www.skiloveland.com/,http://en.wikipedia.org/wiki/Loveland_Ski_Area,Colorado,USA,North America,FALSE
1741,Monarch,63,5,1162,11952,10790,800,350,Monarch,81227,38.5125,-106.3325,http://www.skimonarch.com/,http://en.wikipedia.org/wiki/Monarch_Ski_Area,Colorado,USA,North America,FALSE
1742,Powderhorn,37,4,1650,9850,8200,1600,250,Mesa,81643,39.063056,-108.155556,http://www.powderhorn.com/,http://en.wikipedia.org/wiki/Powderhorn_Resort,Colorado,USA,North America,FALSE
1743,Ski Cooper,26,5,1200,11700,10500,400,250,Leadville,80461,39.360556,-106.302222,http://www.skicooper.com/,http://en.wikipedia.org/wiki/Ski_Cooper,Colorado,USA,North America,FALSE
1744,Steamboat,165,16,3668,10568,6900,2965,349,Steamboat Springs,80487,40.452778,-106.773056,http://www.steamboat.com/,http://en.wikipedia.org/wiki/Steamboat_Ski_Resort,Colorado,USA,North America,FALSE
1745,Sunlight Mountain,67,3,2010,9895,7885,470,250,Glenwood Springs,81601,39.399806,-107.339278,http://www.sunlightmtn.com/,http://en.wikipedia.org/wiki/Sunlight_Mountain_Resort,Colorado,USA,North America,FALSE
1746,Telluride,125,18,4425,12570,8725,2000,309,Telluride,81435,37.936389,-107.820278,http://tellurideskiresort.com,http://en.wikipedia.org/wiki/Telluride_Ski_Resort,Colorado,USA,North America,FALSE
1747,Vail,193,31,3450,11570,8120,5289,366,Vail,81657,39.6391,-106.3738,http://www.vail.com/,http://en.wikipedia.org/wiki/Vail_Ski_Resort,Colorado,USA,North America,FALSE
1748,Winter Park,143,25,2610,12060,9000,3060,348,Winter Park,80482,39.886944,-105.7625,http://www.winterparkresort.com,http://en.wikipedia.org/wiki/Winter_Park_Resort,Colorado,USA,North America,FALSE
1749,Wolf Creek,77,7,1604,11904,10300,1600,465,Pagosa Springs,81147,37.472222,-106.793333,http://www.wolfcreekski.com/,http://en.wikipedia.org/wiki/Wolf_Creek_Ski_Area,Colorado,USA,North America,FALSE
1775,Bald Mountain,15,2,684,4800,4000,140,100,Pierce,83546,46.570611,-115.869389,http://www.skibaldmountain.com,http://en.wikipedia.org/wiki/Bald_Mountain_Ski_Area,Idaho,USA,North America,FALSE
1776,Bogus Basin,53,7,1800,7582,5800,2600,225,Boise,83702,43.764528,-116.106722,http://www.bogusbasin.org/,http://en.wikipedia.org/wiki/Bogus_Basin,Idaho,USA,North America,FALSE
1777,Brundage Mountain,46,5,1800,7640,5840,1500,320,McCall,83638,45.004,-116.145,http://www.brundage.com/,http://en.wikipedia.org/wiki/Brundage_Mountain,Idaho,USA,North America,FALSE
1778,Cottonwood Butte,7,2,845,5566,4721,260,45,Cottonwood,83522,46.075611,-116.452806,http://www.cottonwoodbutte.org/,http://en.wikipedia.org/wiki/Cottonwood_Butte,Idaho,USA,North America,FALSE
1779,Kelly Canyon,26,4,1000,6600,5600,640,200,Ririe,83443,43.645833,-111.63,http://www.skikelly.com/,http://en.wikipedia.org/wiki/Kelly_Canyon,Idaho,USA,North America,FALSE
1780,Little Ski Hill,5,1,405,5600,5195,40,175,McCall,83638,44.93,-116.163056,http://www.littleskihill.org/,http://en.wikipedia.org/wiki/Little_Ski_Hill,Idaho,USA,North America,FALSE
1782,Lookout Pass,34,3,1150,5650,4500,540,400,Mullan,83846,47.455,-115.708333,http://skilookout.com/,http://en.wikipedia.org/wiki/Lookout_Pass_Ski_and_Recreation_Area,Idaho,USA,North America,FALSE
1783,Magic Mountain Resort,11,3,700,7240,6500,120,230,Twin Falls,83301,42.188306,-114.286111,http://www.magicmountainresort.com/,http://en.wikipedia.org/wiki/Magic_Mountain_Resort,Idaho,USA,North America,FALSE
1784,Pebble Creek,54,3,2200,8560,6360,1100,250,Inkom,83245,42.778194,-112.159806,http://www.pebblecreekskiarea.com/,"http://en.wikipedia.org/wiki/Pebble_Creek,_Idaho",Idaho,USA,North America,FALSE
1785,Pomerelle,24,2,1002,8762,7760,500,500,Albion,83311,42.318,-113.608,http://www.pomerelle.com/,http://en.wikipedia.org/wiki/Pomerelle,Idaho,USA,North America,FALSE
1786,Rotarun,8,1,475,5895,5420,148,,Hailey,83333,43.4975,-114.366,http://rotarunski.com/,http://en.wikipedia.org/wiki/Rotarun_Ski_Area,Idaho,USA,North America,FALSE
1787,Schweitzer Mountain,92,7,2400,6400,4000,2900,300,Sandpoint,83864,48.367,-116.623,http://www.schweitzer.com/,http://en.wikipedia.org/wiki/Schweitzer_Mountain,Idaho,USA,North America,FALSE
1788,Silver Mountain,67,6,2197,6297,4100,1600,300,Kellogg,83837,47.495278,-116.136667,http://www.silvermt.com/,"http://en.wikipedia.org/wiki/Silver_Mountain,_Idaho",Idaho,USA,North America,FALSE
1789,Snowhaven,9,2,400,5600,5200,40,60,Grangeville,83530,45.869,-116.09,http://www.grangeville.us/parks-and-recreation/snowhaven-ski-area.html,http://en.wikipedia.org/wiki/Snowhaven,Idaho,USA,North America,FALSE
1790,Soldier Mountain,36,2,1425,7177,5752,1150,100,Fairfield,83327,43.483333,-114.833333,http://www.soldiermountain.com/,http://en.wikipedia.org/wiki/Soldier_Mountain,Idaho,USA,North America,FALSE
1791,Sun Valley,80,19,3400,9150,5750,2054,,Sun Valley,83353,43.696455,-114.353775,http://www.sunvalley.com/,"http://en.wikipedia.org/wiki/Sun_Valley,_Idaho",Idaho,USA,North America,FALSE
1800,Bear Paw,24,1,900,5280,4500,80,140,Havre,59501,48.177778,-109.634167,http://skibearpaw.com/,http://en.wikipedia.org/wiki/Bear_Paw_Ski_Bowl,Montana,USA,North America,FALSE
1801,Big Sky,150,22,4350,11166,6800,3832,400,Big Sky,59716,45.25,-111.416667,http://www.bigskyresort.com/,http://en.wikipedia.org/wiki/Big_Sky_Ski_Resort,Montana,USA,North America,FALSE
1802,Blacktail Mountain,24,3,1440,6780,5340,200,250,Lakeside,59922,48.019855,-114.224814,http://www.blacktailmountain.com/,http://en.wikipedia.org/wiki/Blacktail_Mountain_Ski_Area,Montana,USA,North America,FALSE
1803,Bridger Bowl,71,8,2600,8700,6100,2000,350,Bozeman,59715,45.817222,-110.896667,http://www.bridgerbowl.com/,http://en.wikipedia.org/wiki/Bridger_Bowl_Ski_Area,Montana,USA,North America,FALSE
1804,Discovery,67,7,2388,8158,5770,2200,215,Anaconda,59711,46.256389,-113.241944,http://www.skidiscovery.com/,http://en.wikipedia.org/wiki/Discovery_Ski_Area,Montana,USA,North America,FALSE
1805,Great Divide,140,5,1330,7330,5900,1600,180,Marysville,59640,46.7497,-112.3043,http://www.skigd.com/,http://en.wikipedia.org/wiki/Great_Divide_Snowsports,Montana,USA,North America,FALSE
1807,Lost Trail Powder Mountain,50,5,1800,8200,6400,900,300,Conner,59827,45.69,-113.95,http://www.losttrail.com/,http://en.wikipedia.org/wiki/Lost_Trail_Powder_Mountain,Montana,USA,North America,FALSE
1808,Maverick Mountain,24,1,2020,8520,6500,255,250,Polaris,59746,45.435,-113.129444,http://skimaverick.com/,http://en.wikipedia.org/wiki/Maverick_Mountain_Ski_Area,Montana,USA,North America,FALSE
1809,Montana Snowbowl,39,2,2600,7600,5000,950,300,Missoula,59807,47.023611,-113.997222,http://www.montanasnowbowl.com/,http://en.wikipedia.org/wiki/Montana_Snowbowl,Montana,USA,North America,FALSE
1810,Moonlight Basin,101,6,2720,11166,7000,1900,400,Big Sky,59716,45.303607,-111.428855,http://www.moonlightbasin.com,http://en.wikipedia.org/wiki/Moonlight_Basin,Montana,USA,North America,FALSE
1811,Red Lodge Mountain,65,6,2400,9416,7016,1500,250,Red Lodge,59068,45.190278,-109.350833,http://www.redlodgemountain.com/,http://en.wikipedia.org/wiki/Red_Lodge_Mountain_Resort,Montana,USA,North America,FALSE
1812,Showdown,34,4,1400,8200,6800,640,240,Neihart,59465,46.838611,-110.708889,http://www.showdownmontana.com/,http://en.wikipedia.org/wiki/Showdown_Ski_Area,Montana,USA,North America,FALSE
1813,Teton Pass,26,1,1010,7200,6190,114,250,Choteau,59422,47.928056,-112.815278,http://www.skitetonpass.com/,http://en.wikipedia.org/wiki/Teton_Pass_Ski_Area,Montana,USA,North America,FALSE
1814,Turner Mountain,25,1,2110,5952,3842,1000,250,Libby,59923,48.605,-115.630556,http://www.skiturner.com/,http://en.wikipedia.org/wiki/Turner_Mountain_Ski_Resort,Montana,USA,North America,FALSE
1815,Whitefish at Big Mountain,98,9,2353,6817,4464,3000,300,Whitefish,59937,48.502778,-114.340278,http://skiwhitefish.com/,http://en.wikipedia.org/wiki/The_Big_Mountain,Montana,USA,North America,FALSE
1825,Angel Fire,74,5,2077,10677,8600,230,210,Angel Fire,87710,36.381389,-105.238889,http://www.angelfireresort.com/,http://en.wikipedia.org/wiki/Angel_Fire_Resort,New Mexico,USA,North America,FALSE
1826,Pajarito Mountain ,40,5,1440,10440,9000,300,125,Los Alamos,87544,35.894167,-106.390278,http://www.skipajarito.com/,http://en.wikipedia.org/wiki/Pajarito_Mountain_Ski_Area,New Mexico,USA,North America,FALSE
1827,Ski Apache,55,11,1900,11500,9600,750,180,Alto,88312,33.397222,-105.799167,http://www.skiapache.com/,http://en.wikipedia.org/wiki/Ski_Apache,New Mexico,USA,North America,FALSE
1828,Sipapu,41,5,1055,9255,8200,200,190,Vadito,57579,36.154211,-105.548508,http://www.sipapunm.com/,http://en.wikipedia.org/wiki/Sipapu_%28ski_area%29,New Mexico,USA,North America,FALSE
1829,Taos,110,13,2612,11819,9207,1294,305,Taos Ski Valley,87525,36.597778,-105.445,http://www.skitaos.org/,"http://en.wikipedia.org/wiki/Taos_Ski_Valley,_New_Mexico",New Mexico,USA,North America,FALSE
1830,Sandia Peak,30,5,1700,10350,8678,200,125,Albuquerque,87122,35.190556,-106.479444,http://www.sandiapeak.com/,http://en.wikipedia.org/wiki/Sandia_Peak_Tramway,New Mexico,USA,North America,FALSE
1831,Red River,57,3,1600,10350,8750,290,214,Red River,87558,36.708322,-105.410775,http://www.redriverskiarea.com/,http://en.wikipedia.org/wiki/Red_River_Ski_Area,New Mexico,USA,North America,FALSE
1832,Ski Sante Fe,77,7,1725,12075,10350,660,225,Santa Fe,87505,35.65095,-105.952678,http://www.skisantafe.com/,http://en.wikipedia.org/wiki/Ski_Santa_Fe,New Mexico,USA,North America,FALSE
1850,Alta,116,7,2020,10550,8530,2200,560,Alta,84092,40.580833,-111.637222,http://www.alta.com/,http://en.wikipedia.org/wiki/Alta_Ski_Area,Utah,USA,North America,FALSE
1851,Beaver Mountain,47,4,1600,8800,7200,664,400,Logan,84321,41.968333,-111.541667,http://www.skithebeav.com/,http://en.wikipedia.org/wiki/Beaver_Mountain,Utah,USA,North America,FALSE
1852,Brian Head,65,9,1707,10920,9600,650,400,Brian Head,84719,37.683333,-112.833333,http://www.brianhead.com,http://en.wikipedia.org/wiki/Brian_Head_Ski_Resort,Utah,USA,North America,FALSE
1853,Brighton,66,6,1745,10500,8755,1050,500,Cottonwood,84121,40.6,-111.583333,http://www.brightonresort.com/,http://en.wikipedia.org/wiki/Brighton_Ski_Resort,Utah,USA,North America,FALSE
1854,The Canyons,182,19,3190,9990,6800,4000,355,Park City,84098,40.68495,-111.556656,http://www.canyonsresort.com/,http://en.wikipedia.org/wiki/The_Canyons,Utah,USA,North America,FALSE
1855,Deer Valley,113,21,3000,9570,6570,2026,300,Park City,84060,40.622778,-111.489444,http://www.deervalley.com/,http://en.wikipedia.org/wiki/Deer_Valley_Resort,Utah,USA,North America,FALSE
1856,Park City,114,16,3100,10000,6900,3300,360,Park City,84060,40.650833,-111.5075,http://www.parkcitymountain.com,http://en.wikipedia.org/wiki/Park_City_Mountain_Resort,Utah,USA,North America,FALSE
1857,Powder Mountain,135,7,2000,8900,6900,2800,500,Eden,84310,41.38,-111.780278,http://www.powdermountain.com/,http://en.wikipedia.org/wiki/Powder_Mountain_Ski_Resort,Utah,USA,North America,FALSE
1858,Snowbasin,104,11,2950,9350,6391,3000,400,Huntsville,84317,41.211944,-111.851944,http://www.snowbasin.com/,http://en.wikipedia.org/wiki/Snowbasin,Utah,USA,North America,FALSE
1859,Snowbird,85,11,3240,11000,7760,2500,500,Snowbird,84092,40.581111,-111.656389,http://www.snowbird.com,http://en.wikipedia.org/wiki/Snowbird_ski_resort,Utah,USA,North America,FALSE
1860,Solitude,65,8,2047,10035,7988,1200,500,Solitude,84121,40.615139,-111.588917,http://skisolitude.com/,http://en.wikipedia.org/wiki/Solitude_Mountain_Resort,Utah,USA,North America,FALSE
1861,Sundance,42,8,2150,10035,7988,450,500,Sundance,84604,40.393333,-111.588611,http://www.sundanceresort.com/,http://en.wikipedia.org/wiki/Sundance_Ski_Resort,Utah,USA,North America,FALSE
1862,Wolf Mountain,20,4,1000,6500,5500,100,350,Eden,84310,41.309518,-111.864427,http://www.wolfcreekutah.com/,http://en.wikipedia.org/wiki/Wolf_Mountain,Utah,USA,North America,FALSE
1876,Grand Targhee,76,5,2180,9920,7408,2500,500,Alta,83414,43.792778,-110.959167,http://www.grandtarghee.com/,http://en.wikipedia.org/wiki/Grand_Targhee_Resort,Wyoming,USA,North America,FALSE
1877,Hogadon,24,3,630,8000,7370,60,140,Casper,82601,42.744961,-106.339428,http://www.casperwy.gov/Play/OutdoorSports/Skiing/tabid/405/Default.aspx,http://en.wikipedia.org/wiki/Hogadon_Ski_Area,Wyoming,USA,North America,FALSE
1878,Jackson Hole,116,11,4139,10450,6311,2500,475,Teton Village,83025,43.587222,-110.825278,http://www.jacksonhole.com,http://en.wikipedia.org/wiki/Jackson_Hole_Mountain_Resort,Wyoming,USA,North America,FALSE
1879,Pine Creek,30,1,1450,7950,6800,640,,Cokeville,83114,42.103108,-110.828789,http://www.pinecreekskiresort.com/,http://en.wikipedia.org/wiki/Pine_Creek_Ski_Area,Wyoming,USA,North America,FALSE
1880,Snow King,22,4,1571,1808,6237,400,150,Jackson Hole,83001,43.469167,-110.750833,http://www.snowking.com,http://en.wikipedia.org/wiki/Snow_King,Wyoming,USA,North America,FALSE
1881,Snowy Range,27,5,1000,10000,9000,250,250,Laramie,82070,41.341231,-106.183441,http://www.snowyrangeski.com/,http://en.wikipedia.org/wiki/Snowy_Range_Ski_Area,Wyoming,USA,North America,FALSE
1882,White Pine,25,3,1050,9500,8450,370,,Pinedale,82941,42.977839,-109.758172,http://www.whitepineski.com/,http://en.wikipedia.org/wiki/White_Pine_Ski_Resort,Wyoming,USA,North America,FALSE

#US West Coast
1900,Arctic Valley,24,3,1500,4000,2500,320,,Anchorage,99520,61.246667,-149.650556,http://www.skiarctic.net/,http://en.wikipedia.org/wiki/Alpenglow_at_Arctic_Valley,Alaska,USA,North America,FALSE
1901,Alyeska,73,9,2500,2750,250,1400,631,Girdwood,99587,60.9705,-149.0982,www.alyeskaresort.com,http://en.wikipedia.org/wiki/Alyeska_Resort,Alaska,USA,North America,FALSE
1902,Eaglecrest,36,4,1400,2600,1200,640,350,Juneau,99801,58.276111,-134.515278,http://skijuneau.com/,http://en.wikipedia.org/wiki/Eaglecrest_Ski_Area,Alaska,USA,North America,FALSE
1903,Hilltop,5,2,294,894,600,30,,Anchorage,99507,61.140833,-149.745,http://www.hilltopskiarea.org/,http://en.wikipedia.org/wiki/Hilltop_Ski_Area,Alaska,USA,North America,FALSE
1904,Moose Mountain,35,14,1300,1987,680,200,70,Fairbanks,99708,64.940556,-147.990556,http://www.shredthemoose.com/,http://en.wikipedia.org/wiki/Moose_Mountain_%28Alaska%29,Alaska,USA,North America,FALSE
1905,Mount Eyak,30,1,800,1200,400,50,350,Cordova,99574,60.55,-145.75,http://www.cordovaalaska.com/winter/mounteyak.htm,http://en.wikipedia.org/wiki/Mount_Eyak,Alaska,USA,North America,FALSE
1906,Skiland,39,2,1057,2000,943,100,300,Fairbanks,99712,65.048889,-147.409167,http://www.skiland.org/,http://en.wikipedia.org/wiki/Skiland,Alaska,USA,North America,FALSE
1925,Mount Shasta,32,4,1435,6866,5476,425,275,Mt. Shasta,96067,41.32,-122.2036,http://skipark.com,http://en.wikipedia.org/wiki/Mount_Shasta_Ski_Park,California,USA,North America,FALSE
1926,Alpine Meadows,100,14,1802,8637,6835,2400,365,Tahoe City,96145,39.1786,-120.2277,http://www.skialpine.com/,http://en.wikipedia.org/wiki/Alpine_Meadows_%28ski_resort%29,California,USA,North America,FALSE
1927,Boreal,41,6,500,7700,7200,480,400,Truckee,96160,39.3317,-120.3511,http://www.rideboreal.com,http://en.wikipedia.org/wiki/Boreal_Mountain_Resort,California,USA,North America,FALSE
1928,Donner Ski Ranch,52,8,750,7781,7031,505,396,Norden ,95724,39.32,-120.38,http://www.donnerskiranch.com/,http://en.wikipedia.org/wiki/Donner_Ski_Ranch,California,USA,North America,FALSE
1929,Granlibakken,1,2,300,6610,6310,10,,Tahoe City,96145,39.1556,-120.1551,http://www.granlibakken.com,http://en.wikipedia.org/wiki/Granlibakken,California,USA,North America,FALSE
1930,Heavenly,97,30,3500,10067,6255,4800,360,South Lake Tahoe,96150,38.9353,-119.94,http://www.skiheavenly.com/,http://en.wikipedia.org/wiki/Heavenly_Ski_Resort,California,USA,North America,FALSE
1931,Homewood,60,8,1650,7880,6230,1260,400,Homewood ,96141,39.0827,-120.1755,http://www.skihomewood.com/,http://en.wikipedia.org/wiki/Homewood_Mountain_Resort,California,USA,North America,FALSE
1932,Kirkwood,72,14,2000,9800,7800,2300,600,Kirkwood,95646,38.684,-120.068,http://www.kirkwood.com,http://en.wikipedia.org/wiki/Kirkwood_Mountain_Resort,California,USA,North America,FALSE
1933,Northstar,97,20,2280,6800,6330,3170,350,Truckee,96161,39.2733,-120.1025,http://www.northstarattahoe.com/,http://en.wikipedia.org/wiki/Northstar_at_Tahoe,California,USA,North America,FALSE
1934,Sierra at Tahoe,46,14,2212,8852,6640,2000,480,Twin Bridges,95735,38.8002,-120.0806,http://www.sierraattahoe.com/,http://en.wikipedia.org/wiki/Sierra-at-Tahoe,California,USA,North America,FALSE
1935,Squaw Valley,170,30,2850,9050,6200,3600,500,Olympic Valley,96146,39.1882,-120.2639,http://www.squaw.com/,http://en.wikipedia.org/wiki/Squaw_Valley_Ski_Resort,California,USA,North America,FALSE
1936,Sugar Bowl,95,13,1500,8383,6883,1500,500,Norden ,95724,39.30444,-120.33583,http://www.sugarbowl.com,http://en.wikipedia.org/wiki/Sugar_Bowl_Ski_Resort,California,USA,North America,FALSE
1937,Badger Pass,10,5,800,8000,7200,90,300,Yosemite National Park,95389,37.6475,-119.7175,http://www.yosemitepark.com/BadgerPass.aspx,http://en.wikipedia.org/wiki/Badger_Pass_Ski_Area,California,USA,North America,FALSE
1938,Bear Valley,67,8,1900,8500,6600,1280,359,Bear Valley,95223,38.49222,-120.00667,http://www.bearvalley.com/,http://en.wikipedia.org/wiki/Bear_Valley_%28resort%29,California,USA,North America,FALSE
1939,Dodge Ridge,67,12,1600,8200,6600,852,400,Pinecrest,95364,38.1896,-119.9564,http://www.dodgeridge.com,http://en.wikipedia.org/wiki/Dodge_Ridge_Ski_Area,California,USA,North America,FALSE
1940,June Mountain,35,7,2590,10090,7545,500,250,June Lake,93529,37.7683,-119.0906,http://www.junemountain.com/,http://en.wikipedia.org/wiki/June_Mountain,California,USA,North America,FALSE
1941,Mammoth,150,28,3100,11053,7953,3500,400,Mammoth Lakes,93546,37.6507,-119.0374,http://www.mammothmountain.com/,http://en.wikipedia.org/wiki/Mammoth_Mountain_Ski_Area,California,USA,North America,FALSE
1942,China Peak / Sierra Summit,45,11,1679,8700,7030,1200,300,Lakeshore,93634,37.2297,-119.1583,http://www.skichinapeak.com/,http://en.wikipedia.org/wiki/Sierra_Summit,California,USA,North America,FALSE
1943,Alta Sierra,8,2,600,7091,6500,80,80,Wofford Heights,93285,35.7108,-118.5622,http://www.altasierra.com/,http://en.wikipedia.org/wiki/Alta_Sierra_Ski_Resort,California,USA,North America,FALSE
1944,Bear Mountain,24,12,1665,8805,7140,198,100,Big Bear Lake,92315,34.2267,-116.8602,http://www.bearmountain.com,http://en.wikipedia.org/wiki/Bear_Mountain_%28ski_area%29,California,USA,North America,FALSE
1946,Mount Baldy,26,4,2100,8600,6500,800,170,Mt Baldy,91759,34.27,-117.6216,http://www.mtbaldyskilifts.com,http://en.wikipedia.org/wiki/Mount_Baldy_Ski_Lifts,California,USA,North America,FALSE
1947,Mount Waterman,27,3,1030,8030,7000,150,180,La Cañada,91011,34.349722,-117.928611,http://mtwaterman.org/,http://en.wikipedia.org/wiki/Mount_Waterman,California,USA,North America,FALSE
1948,Mountain High,62,14,1600,8200,6600,290,142,Wrightwood,92397,34.37472,-117.69323,http://www.mthigh.com/,http://en.wikipedia.org/wiki/Mountain_High,California,USA,North America,FALSE
1949,Snow Summit,31,14,1209,8174,6965,240,100,Big Bear Lake,92315,34.2286,-116.8911,http://www.snowsummit.com,http://en.wikipedia.org/wiki/Snow_Summit,California,USA,North America,FALSE
1950,Snow Valley,29,12,1041,7841,6800,240,150,Running Springs,92382,34.223375,-117.037423,http://www.snow-valley.com,http://en.wikipedia.org/wiki/Snow_Valley_Mountain_Resort,California,USA,North America,FALSE
1975,Diamond Peak,30,6,1840,6700,4860,655,,Incline Village,89451,39.250334,-119.927645,http://www.diamondpeak.com/,http://en.wikipedia.org/wiki/Diamond_Peak_%28ski_area%29,Nevada,USA,North America,FALSE
1976,Las Vegas Resort,11,4,860,9370,8510,40,140,Mount Charleston,89124,36.301638,-115.680759,http://www.skilasvegas.com,http://en.wikipedia.org/wiki/Las_Vegas_Ski_%26_Snowboard_Resort,Nevada,USA,North America,FALSE
1977,Mt. Rose,60,8,1800,9700,8260,1200,350,Reno,89511,39.329167,-119.885833,http://www.mtrose.com/,http://en.wikipedia.org/wiki/Mount_Rose_Ski_Tahoe,Nevada,USA,North America,FALSE
2000,Cooper Spur,10,2,350,4350,4000,50,100,Mt. Hood,97041,45.41228,-121.60501,http://www.cooperspur.com,http://en.wikipedia.org/wiki/Cooper_Spur_ski_area,Oregon,USA,North America,FALSE
2001,Mount Hood Meadows ,85,11,2777,7300,5366,2150,430,Mt. Hood,97041,45.328889,-121.6625,http://www.skihood.com,http://en.wikipedia.org/wiki/Mount_Hood_Meadows,Oregon,USA,North America,FALSE
2002,Mount Hood Ski Bowl,65,8,1500,5027,3500,960,300,Government Camp,97028,45.3018,-121.77321,http://www.skibowl.com/,http://en.wikipedia.org/wiki/Mount_Hood_Ski_Bowl,Oregon,USA,North America,FALSE
2003,Summit,3,1,306,4306,4000,70,,Government Camp,97028,45.303,-121.7472,http://www.summitskiarea.com/,http://en.wikipedia.org/wiki/Summit_Ski_Area,Oregon,USA,North America,FALSE
2004,Timberline,41,9,3690,8540,4850,1415,450,Timberline Lodge,97028,45.33,-121.71,http://www.timberlinelodge.com/,http://en.wikipedia.org/wiki/Timberline_Lodge_ski_area,Oregon,USA,North America,FALSE
2005,Hoodoo,32,5,1035,5703,4668,806,360,Sisters,97759,44.409,-121.872,http://www.hoodoo.com/,http://en.wikipedia.org/wiki/Hoodoo_%28ski_area%29,Oregon,USA,North America,FALSE
2006,Mount Bachelor,71,10,3365,9065,5700,3683,387,Bend,97702,43.979417,-121.688508,http://www.mtbachelor.com,http://en.wikipedia.org/wiki/Mt._Bachelor_ski_area,Oregon,USA,North America,FALSE
2007,Willamette Pass,29,6,1563,6683,5120,555,430,Eugene,97405,43.601667,-122.031667,http://www.willamettepass.com/,http://en.wikipedia.org/wiki/Willamette_Pass_ski_area,Oregon,USA,North America,FALSE
2008,Anthony Lakes,21,2,900,8000,7100,1100,300,North Powder,97867,44.9637,-118.2348,http://www.anthonylakes.com,http://en.wikipedia.org/wiki/Anthony_Lakes_%28ski_area%29,Oregon,USA,North America,FALSE
2009,Ferguson Ridge,8,2,640,5840,5200,170,300,Joseph,97846,45.28209,-117.11285,http://www.skifergi.com/,http://en.wikipedia.org/wiki/Ferguson_Ridge,Oregon,USA,North America,FALSE
2010,Mt. Ashland,23,4,1150,7500,6350,200,285,Ashland ,97520,42.083333,-122.716667,http://www.mtashland.com/,http://en.wikipedia.org/wiki/Mount_Ashland_Ski_Area,Oregon,USA,North America,FALSE
2011,Spout Springs,17,2,610,5560,4950,250,300,Weston,97886,45.75503,-118.05429,http://www.spoutspringsskiresort.com,http://en.wikipedia.org/wiki/Spout_Springs,Oregon,USA,North America,FALSE
2012,Warner Canyon,21,1,780,6480,5700,200,50,Lakeview,97630,42.23749,-120.29583,http://warnercanyon.org/,http://en.wikipedia.org/wiki/Warner_Canyon,Oregon,USA,North America,FALSE
2025,49 Degrees North,82,6,1851,5774,3923,2325,301,Chewelah,99109,48.294167,-117.571111,http://www.ski49n.com/,http://en.wikipedia.org/wiki/49_Degrees_North_Ski_Area,Washington,USA,North America,FALSE
2026,Badger Mountain,5,3,800,3800,3000,20,120,Waterville ,98858,47.61273,-120.12978,http://www.skibadgermt.com/,http://en.wikipedia.org/wiki/Badger_Mountain_Ski_Area,Washington,USA,North America,FALSE
2027,Bluewood,24,3,1125,5670,4545,530,300,Dayton,99328,46.082611,-117.850861,http://www.bluewood.com,http://en.wikipedia.org/wiki/Bluewood_Ski_Area,Washington,USA,North America,FALSE
2028,Crystal Mountain,57,11,3100,7012,4400,2300,350,Crystal Mountain,98022,46.927778,-121.482222,http://www.crystalmountainresort.com/,http://en.wikipedia.org/wiki/Crystal_Mountain_%28Washington%29,Washington,USA,North America,FALSE
2029,Echo Valley,7,4,900,3000,2100,70,,Chelan,98816,47.935833,-120.056111,http://www.echovalley.org/,http://en.wikipedia.org/wiki/Echo_Valley_Ski_Area,Washington,USA,North America,FALSE
